category_cc	join_date	channel	name_cc	subscribers_cc	videos_cc	subscriber_rank_sb
Entertainment	2014-02-22	UCjN5K3IYZgz-vCWhI_DD01A	3Dbotmaker	48500	264	277720.0
Education	2009-06-19	UC0InhTEH5giQYPaTp69z-7g	3dEx	100956	309	144057.0
Education	2010-09-10	UC_8gUT42mj5twt1wCqKF4Mg	3DFluff	10800	44	875770.0
Science & Technology	2015-04-21	UCdHrxqgzYg9i6vofRmgurAA	3Dlabprint	11000	241	875289.0
Entertainment	2006-09-19	UC3TIRH4PPSDde66Hg5wGh-w	Condé Nast Traveler...	279000	661	55827.0
Howto & Style	2008-01-30	UCUWm80PuiM0T7Kj8hQEiERA	Condé Systems	44400	1523	294863.0
Education	2011-10-07	UCjnTllPyh_0vvIGrOtR6JwA	Conduite Facile	364000	232	46667.0
Entertainment	2013-11-05	UCoQzXTfhzNFwBERrHzTSGsA	Cone	410000	399	44009.0
Gaming	2015-02-08	UCo5lcmoQ8pPPElZDpo4JpOw	CONE 11	138000	4770	85674.0
Gaming	2007-11-16	UCOiAqbQm4b73TehTyth8wFA	conejaluisa99	52200	577	261962.0
Gaming	2012-04-28	UCoo44ktzx2_nxS48dYJckNQ	Conetfun Gaming	76600	83	188655.0
Entertainment	2016-06-30	UCGxdnXUCGU9efmpeIfnuOpA	Conexão Jiraiya	603363	88	27311.0
Music	2011-02-18	UCvaEbnS8ihTWxPn9uH8Oaig	Conexzion Directa	29135	45	440160.0
Music	2013-10-31	UC9-n0q-aWIZ0XfBcOBU64hg	Coney Production	20300	581	544399.0
Music	2015-11-19	UCzRmYEdiKtjpp57v0SUWsPw	Confession	116000	285	134958.0
Howto & Style	2013-10-24	UCB7ZASHiSHAWP1tVHI6xJmw	Confessions of a Hai...	247017	143	73638.0
Education	2017-06-20	UC_6cLtUzO_UDSOi4vXa0Z7Q	confidence cluster	21800	74	472807.0
Education	2013-08-31	UC9uZoY0lKX-Zqfed5IBvouQ	Confident Presenting...	10000	206	939887.0
Entertainment	2018-02-28	UCWCUrU_hbTlJHMEQN9CfVbQ	CONFLATE VIDEO	20700	19	560813.0
Science & Technology	2007-04-03	UCWnPjmqvljcafA0z2U1fwKQ	Confreaks	35800	4386	358419.0
Music	2013-10-22	UCSsz5GO1rQjzp1RND7QtEjg	Confused Bi-Product ...	114000	337	136293.0
Entertainment	2016-05-27	UCo2bNt_yjnZimwIcJtROz7g	Confusion	26600	11	252054.0
News & Politics	2012-05-10	UC--qZBAN0_A3VsNsrnai2iA	Công ty Quản lý ...	36800	6985	
People & Blogs	2017-01-03	UCRsX77zrc5reBawiLSKTsCg	evymiu	15365	11	660930.0
Music	2011-05-20	UCNk8qWYDE33niA1ycBBtYaw	Evynne Hollens	332000	204	53510.0
People & Blogs	2016-07-03	UCEgCUiHt7creLMUAgxaBxTQ	evønyy	17000	196	607253.0
Music	2011-12-27	UCbUMW8ryyrAEb5kVxYSLGtg	Ewan Cunningham	40207	142	332684.0
Pets & Animals	2006-12-09	UCY6RbvGl6t8lNO0_dG-fQPw	Ewan Dobson	36000	238	358311.0
People & Blogs	2016-11-17	UCW_TXyufamt-ByN704ks_4g	Ewan Howell	16400	63	444058.0
Film and Animation	2015-11-13	UCRsdw5LiKsPeYBMs-DWCEOw	Ewan Hoyle NZ	17200	440	662013.0
Science & Technology	2007-09-30	UCELHtnafXNjcXKTImT-0Nqw	eware	11400	267	898253.0
Entertainment	2015-06-02	UCMNtGapF13fwDLMR_sHmi6g	eWaste Ben	66571	364	212555.0
People & Blogs	2015-08-29	UCu_kksnj7WmpY6r79JXYE1Q	EWFW | Emma Watson F...	11054	188	917568.0
Gaming	2016-02-15	UCUq1EvzPtrG4_XVN20WFLlg	EWicken	14200	361	704920.0
Education	2011-05-25	UCKwZDhSmJSJVF_ON5zN55Fw	Ewing Irrigation & L...	12600	154	771693.0
Education	2006-07-17	UCAJA5bk8vUP3ek554s8RKDw	ewitty	13706	215	773776.0
People & Blogs	2019-03-15	UC7Yr7OlZ6-IbXha1Ow5UgcA	Ewok FN	22500	21	314073.0
Education	2015-10-03	UC9F7H77pz7Jwfh2rvey1luQ	EwokShawoddy	10100	14	943766.0
Gaming	2018-10-27	UC3fiWzdr59cY3Wx-QumALJA	Ewot Kun	129000	48	122666.0
Education	2006-11-23	UCijDos-LUTh9RQvSCMQqN6Q	EWTN	238000	23670	69124.0
Entertainment	2011-04-23	UC4bBqajPc0WNem-l5KsgjxQ	EWW	172000	2286	94195.0
Gaming	2015-09-10	UC_bhD-5EIi78pQzxTUwPBww	Ex	560000	317	29694.0
People & Blogs	2014-06-28	UCFHNDouFqgeJLLr9ApgCEMQ	EX ARMY PAZ 49	10367	231	816365.0
Howto & Style	2007-04-10	UCgkJrCxY51KBuc4qlhHO1BQ	Brandi Lofton	82700	285	189458.0
Entertainment	2016-04-26	UC5Ke52IVJvw9vmsj7EhMu5Q	Brandi TV	1036255	284	14706.0
Howto & Style	2009-06-21	UCeWx4ByEycPUWIrESTRF8Dg	Brandi1525	14900	563	733044.0
Music	2009-09-02	UC8Xf09X-hwLJkpAZ_16LwbQ	BrandiCarlileVEVO	65200	37	213754.0
Gaming	2012-12-14	UC4uovlZL1xYJItADc_dln0Q	Brandito	80200	78	196398.0
Science & Technology	2015-08-20	UC2-AhNgFrlFIdohyRwIaUIQ	BRANDMADE.TV	107000	111	137183.0
Music	2010-12-20	UC7RgQTe5CiHZiMfb5qk8YuA	BrandMan	75100	613	194403.0
Gaming	2010-04-30	UCU1cbZicvndVsvT9EyqMjqw	Brando	62400	44	238680.0
Comedy	2010-08-10	UC55nvT-3M4vJseJ7Ac4ai5w	Brando Commando!	130000	24	128169.0
Gaming	2016-03-31	UCDaZO8JXiH9pO10IbMNqVyg	Brando F2P	10800	354	849474.0
Entertainment	2012-02-22	UCm3jfzwwDCMb33AOsbLgnng	BrandoFlash	13400	128	689286.0
Pets & Animals	2009-04-24	UCCc0W_bcH87JZe3CfYEiAdw	Brandon	20100	1834	543502.0
Gaming	2014-01-17	UC0a2KUQ5qG0eAa7LWfhEL_Q	Brandon	329059	180	51106.0
Entertainment	2010-02-27	UC9NKJH7vqX3m5CHi2ZRHodQ	Brandon BamTheDancer...	273000	137	67136.0
Sports	2009-12-19	UCoIncrBm81h9A3z3rj2H7Mw	Brandon Bass	27200	52	473319.0
Education	2012-07-15	UCoYDuEolAYsjQzzqe2dh1sg	Brandon Beavis Inves...	24600	175	388568.0
People & Blogs	2011-07-22	UCy3lCSLz5_LldHqNSeO7uMQ	brandon begin	47000	71	293798.0
People & Blogs	2015-10-10	UC_i_IKDQ8vtTzhJiA5OG_hQ	Brandon Belcher	32000	93	404447.0
People & Blogs	2014-02-14	UCDrcOrGBdvxMKOPVbrnkl3g	Brandon Blackburn	10100	137	979783.0
Comedy	2014-04-25	UCaGliZiU51aFL9OUtcSyM5Q	Brandon Bowen	135000	40	128823.0
Music	2017-02-13	UCRNE_wppvoMBdj7EAtUnEog	InsideeusVEVO	229000	17	48755.0
Music	2009-09-28	UC7Rl9oJzj7udPdl2oPT1SkQ	InsideOutMusicTV	108000	751	146811.0
Entertainment	2015-09-25	UCHJuQZuzapBh-CuhRYxIZrg	Insider	4890000	6822	1613.0
Education	2017-05-08	UCzqh_8hImIc9fhvUu0oVC8w	Insider Carpentry	24300	43	479698.0
People & Blogs	2018-01-26	UCOMd0K4m9ukQ8-BA6JOyfnQ	Insider Media	456000	613	36668.0
Science & Technology	2017-09-02	UC4tgWl-UkT-wXB_YC7TT-1Q	InsideTech	17900	38	439510.0
Entertainment	2007-07-16	UCE0uNMPt9qFSUDVdQxX0iRg	InsideUniversal	20900	624	557933.0
Entertainment	2013-07-02	UCeVWCgg-6XlDIjWJlrRnqYQ	InsidiousSwede	17700	77	606492.0
News & Politics	2009-07-24	UCLhvidUffW8vSUclD7kfrGg	Insight SBS	58300	223	224905.0
Education	2011-06-22	UCg0OA_KNdSOYHvy1hlyCPQA	insight856	55400	59	253379.0
People & Blogs	2015-11-19	UCbWj9O4V-Ja2MfgCgOeqhsw	InsightJunky	60500	114	226639.0
People & Blogs	2014-11-02	UC4AGeYoOM9lRH6-L7wNFgTQ	InsightOnEsports	54300	142	251968.0
Entertainment	2018-09-08	UCP2e63zgfNC4vGhQ-RGBpcQ	Insights	13700	476	541657.0
Education	2007-10-15	UCXl0Zbk8_rvjyLwAR-Xh9pQ	Insights into Mathem...	64853	703	221867.0
People & Blogs	2017-02-20	UCXtC2XKivuRWRMpyGqoaKvg	Insightstate	11900	57	844345.0
Music	2013-03-21	UCdIB-M6BsjE789sgj4gxRLg	InsightUnlimitedID	40000	558	302227.0
Gaming	2012-10-29	UCcxsaGYdwOAaL212eLPlrgQ	InsipidCjs	64000	148	212454.0
Music	2014-06-05	UCmJ5vC4DguNPl7jI20PHbpA	Insomnia	177449	554	85564.0
Music	2015-12-28	UCxrg4JVLjfb4LV0ykNxy6eA	Insomnia	27000	103	467119.0
Entertainment	2017-08-28	UCu84ZK-7lFMeQFrvfrJdEoQ	Next9TvNews सी�...	1770000	57326	7633.0
Entertainment	2011-03-06	UClDYip9UVRfRryGpURxQx0A	NextarEntertainment	19600	353	584187.0
Education	2016-04-12	UC0w_ufT0TFIyY9OYIogIc2w	NextDaily Broadcast	588000	648	27559.0
Entertainment	2007-11-24	UCzsvSXSk01GJc0QDUt7eYiA	NextDisneyChannel	33100	1378	379306.0
Science & Technology	2016-02-07	UCYseMua7Qwpg9kc8gase1Hg	NeXTech	11397	122	882170.0
Gaming	2012-04-03	UCnGvDC6xz0XEseYW_SwToMg	Nexter's Lab	110000	160	150050.0
Autos & Vehicles	2010-01-22	UC1ZTSMlzJtI2xqBXP6b6S_w	NextgenAutoVideos	21700	2259	541887.0
Gaming	2017-02-07	UCPhKioye2uQBHhunTK_IETw	NextGenEntertainer	19600	44	580759.0
Gaming	2013-08-10	UClmsuTNOvLB4o4oIZxAtqnw	NeXtGenGTA	39500	468	355507.0
Gaming	2009-05-17	UCJEWerO285CbunDjJjYyKbw	NextGenTactics	617000	6291	29183.0
Entertainment	2009-10-18	UCTyTzgvYvjkaV5-QBbUfjkg	NextJeneration	17300	229	561343.0
Music	2017-01-12	UCScHkAuZPyUCH7Nz6XMmEQg	NextLane Beats	18000	390	438608.0
Howto & Style	2008-11-02	UC_qdzlIhCHuVR-3crU-IiFQ	Nextraker	1770000	685	7346.0
Music	2012-05-14	UCd3uNAi15VM5E4-JqMNf7Sg	NextRandomVideo	19000	592	606554.0
Science & Technology	2016-01-30	UCa5-N7CN3bwuGT6vl2RmdQg	NextTimeTech	126000	77	124589.0
Gaming	2014-01-06	UCltzXRoLNBqJ2_MFY3eLMdw	Nextwave Multimedia	109000	116	149719.0
Entertainment	2016-07-11	UCtCSIeGkQsSbg74yj0AHArQ	Nexus	2220000	156	6040.0
Autos & Vehicles	2014-04-16	UCrg-upwjoz7MsXJae-FKsUw	Nexus	20700	29	563604.0
Entertainment	2016-05-25	UCKn0pqo7l-MWI3gBMBjD7sA	Nexus	41043	78	339417.0
Entertainment	2015-07-11	UCxMvjumCHLs5bZv0ISmClPg	Nexus AMVs	342000	20	50873.0
Sports	2015-10-08	UCnyOvzIf2RJFmAVZWI-wS0A	FITNESS ADDICT	349000	574	52785.0
Sports	2007-03-23	UCqvMq4i8AsxkUQXErBFIe7g	FITNESS AND BEAUTY	54800	562	267818.0
People & Blogs	2015-02-01	UC8ggVOcJdQoWJ6hkoBg-zPQ	Fitness And Lifestyl...	63500	180	232713.0
Sports	2015-09-14	UCxlPP4eKmVbL1fLsML-nOAQ	Fitness Babes	114000	341	141829.0
People & Blogs	2012-10-15	UCqWBkQ0b8gEqK6E9dR0QNSQ	Fitness by Vivi	112000	100	
Education	2017-11-22	UC7HQ61sWvpoxA7eK-1P9icg	Fitness Culture	38700	90	281076.0
Music	2015-09-16	UCObqz9gEwhZmouZ685Uk0fQ	FITNESS DANCE With R...	271000	106	52270.0
Sports	2014-01-29	UC4rs8ppJ8Hn4buQgYVCBdtg	Fitness Deal News	13601	430	678217.0
Sports	2016-02-19	UCH3AopwRKj7iv0e5TvUMMuQ	Fitness Feuds	19380	21	564485.0
People & Blogs	2016-02-11	UCLSVjH3gooD-3IG4IXB0rRA	fitness in the world...	27600	52	419914.0
Sports	2015-01-17	UCD9efNBmcAzQfdOUqkp6djg	Fitness Models	25200	37	465463.0
Entertainment	2011-04-13	UCU6L1cM-Viuvxhy9QAf6m5A	Fitness Musical	18800	150	584443.0
Sports	2011-02-09	UCk30YQcbKR64K10S7n9rSpA	Fitness Repost	38300	495	355505.0
Sports	2012-12-29	UC3peb43RaA_CobmztuCPdDA	Fitness Unscripted -...	89900	509	180529.0
Howto & Style	2012-08-24	UCS2VUwmL5aEla12ihmx-Hrg	FitnessBeautyMantra	87100	210	173693.0
Howto & Style	2010-01-19	UCiP6wD_tYlYLYh3agzbByWQ	FitnessBlender	5810000	873	1340.0
People & Blogs	2018-01-02	UCc53Mq6ORIEl1MlzacP8LuA	FITNESSBYJENNI	16373	113	633428.0
Sports	2010-01-08	UC1CVzH-XVr3E-kTT6D8hhfg	FitnessFAQs	878287	362	17663.0
Film and Animation	2010-12-10	UCqZXC8yVKJ4QatE3ui3lLxQ	Jasmin Walia	324238	15	48969.0
Howto & Style	2011-05-18	UC2RkuSYIChVgxwSV8JoKwLQ	Jasmina Puri	19723	201	556178.0
People & Blogs	2015-06-04	UCrXI6sAvjVu0_QQcmGeaVmw	Jasmine & Tilmon	15600	23	578447.0
Howto & Style	2015-07-06	UCVq2eSkghWUMBM82bf6IZ5w	Jasmine Airdelle	31000	558	405777.0
People & Blogs	2013-05-16	UCpEf2jEfyAEbQesGgl1HOWA	Jasmine Ama	11400	205	756640.0
Howto & Style	2012-08-07	UCw95JvOs39snnMPkYs-6Sog	Jasmine Brown	2400000	357	5410.0
Entertainment	2014-04-27	UCeDYHjIEUOwgFfmxznLI2pQ	Jasmine Clough	239000	198	74634.0
Entertainment	2015-08-31	UC5WxsKYd0NQVciiqL1XhYcg	Jasmine Clough Vlogs...	62081	117	236755.0
Howto & Style	2013-07-31	UCo2vl_ph18DT8IYF-JH9MLg	Jasmine Defined	14500	136	740328.0
Howto & Style	2012-10-28	UCgHZj4POntWqHVyqX_Ddu2g	Jasmine Elizabeth	22600	26	542050.0
People & Blogs	2007-04-10	UCMTEflXuBXwkxz1v2tG179w	Jasmine Ghee	35900	475	364899.0
Howto & Style	2014-06-26	UCuGWDiuIVLEpiAbIC4Ack9w	Jasmine Hand	587000	353	29734.0
Howto & Style	2011-08-23	UC2zIA22_3LShpSb-zaqZjpw	Jasmine LaRae	28400	478	458119.0
Entertainment	2009-11-14	UCQ-nTeUFaQ65g3Q-mG_O2hA	Jasmine Long	51000	347	287036.0
People & Blogs	2013-03-12	UCi1qI2YNY-deL4H3Jrh9n2Q	Jasmine Lunney	82200	224	199178.0
Comedy	2015-07-15	UC5ZVgwf1WjiV3gwfJ5RB45g	Jasmine Luv	114000	191	141994.0
People & Blogs	2013-01-06	UCIqXcsoRi1BXNPPkNiR9a-g	Jasmine M	67700	426	199388.0
People & Blogs	2014-03-10	UC_ZNjQmxMyiZIbwsIIpCsSQ	Jasmine Masters	185000	374	95159.0
Howto & Style	2009-09-29	UCwuZi4ktxC1mMTFwMLZ2UhQ	Jasmine Ngo	39900	151	345296.0
Howto & Style	2016-12-05	UCbxLp7-yacp1drFLYReWL_Q	hair4littlegirls	33114	202	385520.0
People & Blogs	2018-07-30	UCXmEyFCcG8I1tjkc5oHYkqw	Hairan Khan Official...	10900	127	733027.0
Howto & Style	2008-03-07	UCHhnQn1Wcpf0jMfc9hfKVzA	HairByPierre	24600	401	497627.0
Howto & Style	2011-04-15	UCDDVYi4Wh3TEJM4RiBmy_Rw	hairbyshaundatv	40500	85	323158.0
People & Blogs	2006-12-14	UCsqhsjDzOsrHF33mWkyfGHg	HairCut Harry	167000	101	96797.0
Howto & Style	2010-12-30	UCLi1_4IRAAn7w2C7CNAjtFQ	HairDeLaCreme	74300	261	211540.0
Howto & Style	2012-05-14	UCX1dDgRIlhMwVnWUpOFjJOw	Hairitage93	39800	88	306096.0
Howto & Style	2008-03-29	UC_L8_r3xbfLZnQWX8vKaStg	Hairlicious Inc.	51800	61	269707.0
People & Blogs	2017-01-11	UCwzZRHLPIpSDs_9SpIfMG3w	HAIRLICIOUSLY	35100	310	353647.0
Howto & Style	2015-09-11	UCfnvXQfkfke42sXFrdctsjQ	HairMD India	294000	226	51865.0
Howto & Style	2008-02-19	UCF0fRW7mCGVZSnS5e6TbtAw	hairrules	24800	133	491668.0
Howto & Style	2008-05-08	UC4mvdKpJNRdXGMlAd-UBtdw	HairsprayIreland	23714	377	501627.0
Howto & Style	2016-07-13	UC2LMXYSSqCp0L0QYHDKMbSA	Hairstyle Compilatio...	250000	57	67767.0
Howto & Style	2016-03-18	UCch6dGZuL2R5bRlGLhL89bA	HairStyle Trick	497000	41	36357.0
Howto & Style	2015-01-22	UCcZiRlCs_sRi7sO6JxaXi2g	Hairstyles	966000	322	16229.0
Howto & Style	2011-04-11	UCEaLnJGGlAu-3u8YQAj5HVA	Hairstyles & Braids ...	281782	622	63760.0
Howto & Style	2014-12-15	UCcMDMumhdAuvID2T7OBn_RQ	hairstyles by Eden	129000	69	122448.0
Howto & Style	2016-10-05	UChXfKuZiQZaulUbU49dAdZg	Hairstyleslife	31800	23	419685.0
Howto & Style	2015-10-17	UC3MWKw5tn-mAMQhH9BbQeJg	Hairstylist BASICS	31800	49	391218.0
People & Blogs	2010-11-04	UCUC_cPmjjA8V_-pZT06ygzA	HairStylistHeather	93400	2502	162301.0
Science & Technology	2014-11-23	UCxFgFKxa3SD1WIZWmBRGEhg	God family and guns	153000	764	101306.0
Entertainment	2009-10-02	UCfkFAPgMfwcuDnF_gIXVLDA	God Hates Anime	49200	340	293711.0
Education	2018-01-07	UC1Xf6ScN9riYhTOUsvhkhaw	God is Grey	66500	71	197108.0
People & Blogs	2013-05-27	UCORFU5QjzwPYnOnA5QgoM3A	God Is Love	88671	151	183527.0
Music	2012-01-04	UC9yT3Zxwb6cyLE-BRDrj7aA	God Loves You	141000	124	115600.0
Entertainment	2016-10-15	UC5IKFE5lMEVrTQHYLEVNPDQ	God Man	15242	19	365567.0
Entertainment	2016-06-25	UCgmkqi2weDpCl__R0f1fffQ	God Ninja	92100	278	163550.0
Gaming	2017-07-19	UCtEBCLo0Yr3HqCrvmNRRmwg	GOD OF MLBB	68200	87	140574.0
Entertainment	2017-12-24	UC9wn0_3g-mp4PlWI9CSRzog	GOD OF PC GAME	33800	210	386158.0
Entertainment	2013-03-22	UCVRhkzKCh8ORJP_5u0UmJOQ	God of Speed	10092	184	968160.0
Gaming	2011-08-06	UCpZcpNhBOeow9aWl-vm1tVw	God of war collector...	13000	315	803483.0
Music	2006-08-02	UC1GjdSGUpP-dBXQchRScOog	God Over Money	185000	294	92019.0
People & Blogs	2006-09-20	UC1_JSuk0BSA_FWzSvMsezGg	GOD TV	49900	970	271311.0
Autos & Vehicles	2008-07-13	UCDywFDjEL1nUi13cb6mLn5w	God's Country	14200	239	751223.0
People & Blogs	2011-03-16	UCc_QZiUaynMr9dPXfa3h3gg	God's Handmaiden	13400	670	761538.0
News & Politics	2016-07-23	UCgkxVtdHaobhy5CVeF8Rsdg	God's Roadmap to the...	34900	56	378757.0
People & Blogs	2018-04-02	UC73NmPBbqaKFYGYW9FphU-A	God's Trash	12700	17	784284.0
Education	2012-11-22	UCtJ4MW6d7yPnsAx9UEW8_MQ	God'sTruthBeingTold	37900	530	337073.0
Howto & Style	2006-03-06	UCgH_SmWw9WianYyOB5Y6tEA	GoDaddy	79500	462	182736.0
Film and Animation	2016-08-04	UCz6InuYHt3z7inYhEQXhFTA	Teen TvShips	17000	66	642783.0
Entertainment	2006-10-16	UCr7ZFxNlDvb3waeoTN1_3mA	Teen Vogue	1510000	1185	9161.0
Film and Animation	2015-02-26	UCfkAo7g_zXBVRFmCVXZKplA	Teen Wolf Forever	166000	488	103195.0
Music	2014-01-10	UC8lwpi7dTCDm7NQsoB8v_Tw	Teen Wolf Music	343000	424	53546.0
People & Blogs	2011-09-29	UCNPCDH9PxQOFnz4ti73gIBw	Teen [Curiosidades]	782000	618	22254.0
Howto & Style	2010-12-01	UCwNoaluPUuayBE0PTCkJKSA	Teena Arches	49600	373	270702.0
Music	2015-10-20	UCnaAvUN6vMndQcuXGAxS4rg	Teenage Wasteland	20100	79	543488.0
Film and Animation	2014-01-26	UCWhtxKR52riCtz20ecFB3eA	TeenageBratwurst	76700	71	192983.0
Music	2009-02-16	UCJaEGe7IYRz4_f42DyeUU1w	teenageengineering	40998	64	313759.0
People & Blogs	2011-12-31	UCH5cWy30wmmlwT2EWZOCfMQ	Teens Muscles Shouto...	12100	102	810610.0
People & Blogs	2018-09-03	UCP_GCBAjTgaqaKXe7pmnyXg	Teens Room	22300	104	503739.0
Education	2014-04-02	UCusq77IGTvfrKRhKLuOPRug	TeenyTinyStar - Pers...	24200	39	476789.0
People & Blogs	2017-11-01	UC3sVeHrCgP5Ym50x3Y4eQRQ	teen_ wolf_lusy	11500	34	881324.0
Music	2015-05-21	UCDgIrWySTiPrvG0lxWbd2ZA	TeeOnTheBeat	19900	121	583487.0
Travel & Events	2017-11-26	UChD3wPM7wnRxstZT5_Gm43g	Teerek channel	12100	768	404089.0
Gaming	2016-02-10	UCfyybyJ47yJK7bROBn98Jiw	teesam	10300	145	969983.0
Education	2012-02-10	UCWkt9bXS_KFatTCeyZJEjCw	Teespring	17000	134	561897.0
Science & Technology	2016-11-17	UCnlJGXDz_BHbNsZXEJITLyA	Teesri Aankh	75000	96	195283.0
Education	2012-03-05	UCGuiLc4BvsEpq5CsbvlHpdg	Teeter Taught Animat...	381000	119	39310.0
People & Blogs	2015-12-02	UCPIKoPHRyxrvZl8qkUbuIWA	999 Dusan	10300	241	857897.0
Entertainment	2014-09-18	UCHJFAuEQJm74w5_aI033sWg	999 Gaming	105000	3961	167208.0
People & Blogs	2018-03-23	UCRfXwb05as8N2Wc57u8foKA	999 WRLD	14300	25	658446.0
Sports	2007-05-16	UCDWqA9tWxPxw2qWfZnG2woA	999lazer	96843	1001	155958.0
Science & Technology	2015-07-19	UCQQ_fGcMDxlKre3SEqEWrLA	99Bitcoins	35700	156	277059.0
People & Blogs	2009-02-27	UC-xU--XxSovzJq07jwmZrsw	99designs	20900	88	545728.0
Music	2015-01-24	UCgoIIibTijEr0TBvTrLY3kg	99goonsquad	238000	265	77928.0
News & Politics	2014-06-26	UCl5YgCiwSRVOiC2Nd1P9v1A	99TV Telugu	782000	40656	19603.0
People & Blogs	2012-09-10	UCVpIzLeRuPW5xy4iBum3IPw	99U	146057	152	110988.0
Entertainment	2007-05-12	UCXJDdNYtgG3k31TGDZ2KMsA	9amStudio	26300	178	471734.0
Music	2018-05-20	UCFrViAvdae8UXAz08R_CWZA	9BIT DANCE	53228	50	194345.0
People & Blogs	2015-06-27	UCqvwbYpZG72ibC5wCpHLSoQ	9CatLives	18200	213	576247.0
Entertainment	2007-03-15	UCsG_jNMdajJ-NbUt2YvUodA	9D Production - Film...	17400	83	609600.0
Music	2014-10-21	UCc6uYNoyREDuemxpSA18JVQ	9D Unity	115000	70	141136.0
Music	2013-05-08	UCKkAl9IWaI2rIyonJvm8nTA	9eCn3	16100	325	678426.0
Comedy	2014-12-05	UC_RpglAWgl88DYZsmECPlwg	9GAG TV	289000	533	61726.0
Comedy	2018-07-01	UCs_3AWAqe8rmjTu1r9Hd0GQ	9ja Comedy Hub	10400	25	630745.0
Music	2016-10-31	UCIEi8iWecjIUaewTBeXCu-g	9jaFanx	289261	315	51025.0
Entertainment	2014-07-30	UC69j-4cVehJowYDbSKD3azw	9jagospeljamz	159000	4865	100236.0
Howto & Style	2017-08-25	UCwCzpu1YXdfHd85HR7IWEwQ	Barber Maestros	151000	280	100397.0
People & Blogs	2018-06-01	UCDRoaelZrhwK0J0aa5pEkGw	Barber professionnel...	76987	10	174665.0
People & Blogs	2013-09-27	UC-n-9p4cqQSK1iCNe-2LaMw	Barber Style Directo...	45100	88	277606.0
Sports	2014-03-16	UCk9XU-w3MOsJMEsiNk7rX1g	Barbershop Conversat...	41600	7331	312771.0
Music	2008-07-15	UCjJn75rK6lUaYwal1Ald1gg	Barbershop Harmony S...	98100	3198	142805.0
Entertainment	2007-08-16	UCIQfaNRoFyBV5gXFHGwNskQ	Barbican Centre	11956	452	830119.0
Entertainment	2005-10-08	UCadtap8RYMNy8w4K9lXhzpQ	Barbie	7470000	4632	755.0
People & Blogs	2017-12-31	UCliO_moN7OqGoVGBWcExoDw	Barbie Forteza	546868	11	29843.0
People & Blogs	2018-03-17	UC-8iutGCkl8-14KEz7BRECA	Barbie Hacks and Toy...	191000	122	72900.0
Music	2016-01-19	UCoZFP4JtZAYfpkQy-sz8S2g	Barbie Karaoke and V...	17900	191	618936.0
Music	2011-09-05	UCcdkISDrmcNlu1jSWS8JFrQ	Barbie Music Videos	32955	35	403339.0
Film and Animation	2014-08-25	UCfZz7-lVM_KReeE_Oi2nj_A	Barbie show & friend...	398000	431	43890.0
Howto & Style	2015-05-20	UCLWMMWUO-0cHgQakksJNwKQ	Barbie The Welder	14800	159	695060.0
People & Blogs	2016-11-17	UC3ilQLsc5bvJt1VFMt6vVgg	BaRbiE TooNs	73100	40	197359.0
Howto & Style	2011-10-04	UCKuA_4cmvbC9QiMJkVwMwjw	Barbiegutz	163000	169	98931.0
Howto & Style	2018-07-06	UCuSf23Nxh_Wtl-YKnG0lRqg	Barbies Fashion J	26700	84	436266.0
Nonprofits & Activism	2013-03-27	UCe-enk0KyKlf1A67RquYO3g	SurvivingScientology...	26600	505	454985.0
Entertainment	2016-09-04	UCMecdWECsDd6v3loOL_hAnQ	Survivor Fan	15800	904	665212.0
Entertainment	2013-03-18	UCVW1RiWXTQL-G-3KcoRy-_g	SurvivorOnCBS	340000	861	46804.0
Music	2009-10-15	UC2HeedakS9zS9CmOEJQntMg	SurvivorVEVO	406552	22	45945.0
Film and Animation	2012-02-12	UCZnDgzhfgVWfvORF80OeJOg	Survoris Channel	85700	457	170057.0
Autos & Vehicles	2013-10-28	UC-rwN9-ONGtJ2YdVp1vrpVw	Surya 17	86600	205	175898.0
Entertainment	2011-12-02	UC_vsErcsq56hOscPHkG-aVw	Surya Citra Televisi...	6500000	28800	
Entertainment	2018-01-18	UCMhbCDLMEY1UP4TzmdrO0Pw	Surya Entertainment	56300	36	246588.0
Travel & Events	2010-08-01	UCuiKHRP14La931EgCe_lALQ	Surya Mishra	238430	24	70333.0
Music	2013-10-24	UCLKEHWgKVDcXHkq68BktgEQ	Surya Music Bhojpuri...	94000	241	167428.0
Comedy	2016-03-29	UCLDqjNCVsn7FhKinpIbHa4w	Surya Series	14300	11	758443.0
Entertainment	2012-08-06	UCRrC-24ktw9_VMdDyD4l4Vg	Suryan FM	427735	1157	36184.0
Music	2011-07-06	UC49bTjvkhlDhm0URKuOuuOw	Suryansh	154103	28	99673.0
Entertainment	2016-03-10	UCWJRfjzm7oPjJNEGs7ruwvw	Suryansh Production	19400	90	551109.0
Entertainment	2012-10-20	UCfabWpjlPMool7q4K3sokmg	Susan Bahns	24900	324	443343.0
Music	2009-08-26	UCDwM1WXb_9Bw7FSrm_DVCFA	Susan Boyle	125000	61	124750.0
Film and Animation	2010-12-01	UCcoq2F0xcXT4Cm9C5GO1ybQ	Susan Corgan	10200	141	862397.0
Film and Animation	2018-09-21	UCBOAK3iL1P_nos7KxJpSqVA	Susan Gachaverse	23800	59	507933.0
Howto & Style	2015-03-15	UCOo-kzrKq-_sBMJYTZfrCKw	Susan Gardener	20700	244	541953.0
